player_id,player_url,fifa_version,fifa_update,update_as_of,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_id,league_name,league_level,club_position,club_jersey_number,club_loaned_from,club_joined_date,club_contract_valid_until_year,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk
200389,/player/200389/jan-oblak/230002,23.0,2.0,2022-09-26,J. Oblak,Jan Oblak,GK,89,91,85500000.0,100000.0,29,1993-01-07,188,87,240.0,Atlético Madrid,53.0,La Liga,1.0,GK,13.0,,2014-07-16,2023.0,44,Slovenia,,,,Right,3,1,5,Medium/Medium,Unique,Yes,181700000.0,,"Solid Player, GK Long Throw, Comes For Crosses",,,,,,,13,11,15,43,13,12,13,14,40,30,43,58,65,87,49,59,77,41,78,12,34,21,11,65,11,68.0,27,12,18,86,90,78,87,89,49.0,33+3,33+3,33+3,32,35,35,35,32,38+3,38+3,38+3,34+3,38+3,38+3,38+3,34+3,32+3,37+3,37+3,37+3,32+3,32+3,33+3,33+3,33+3,32+3,87+3
210257,/player/210257/ederson-santana-de-moraes/230002,23.0,2.0,2022-09-26,Ederson,Ederson Santana de Moraes,GK,89,91,88000000.0,210000.0,28,1993-08-17,188,86,10.0,Manchester City,13.0,Premier League,1.0,GK,31.0,,2017-07-01,2026.0,54,Brazil,,,,Left,3,1,3,Medium/Medium,Unique,Yes,169400000.0,,"Long Passer (AI), Rushes Out Of Goal, Comes For Crosses",,,,,,,20,14,14,61,18,23,15,20,66,40,64,63,60,88,48,70,66,41,78,18,38,27,20,70,51,70.0,29,15,8,87,82,93,88,88,64.0,40+3,40+3,40+3,41,43,43,43,41,47+3,47+3,47+3,44+3,49+3,49+3,49+3,44+3,37+3,44+3,44+3,44+3,37+3,36+3,35+3,35+3,35+3,36+3,87+3
212622,/player/212622/joshua-kimmich/230002,23.0,2.0,2022-09-26,J. Kimmich,Joshua Walter Kimmich,"CDM, RB",89,90,105500000.0,130000.0,27,1995-02-08,177,75,21.0,FC Bayern München,19.0,Bundesliga,1.0,RDM,6.0,,2015-07-01,2025.0,21,Germany,1337.0,LDM,6.0,Right,4,3,4,High/Medium,Normal (170-185),Yes,182000000.0,#Crosser,"Leadership, Long Passer (AI), Playmaker (AI)",68.0,72.0,87.0,84.0,83.0,79.0,91,68,72,87,69,82,85,69,90,85,77,60,84,88,84,78,79,94,68,83,89,84,80,85,44,85.0,85,85,78,8,15,7,15,15,,77+3,77+3,77+3,81,80,80,80,81,83+3,83+3,83+3,83+3,86+3,86+3,86+3,83+3,84+3,86+3,86+3,86+3,84+3,83+3,81+3,81+3,81+3,83+3,21+3
212831,/player/212831/alisson-ramses-becker/230002,23.0,2.0,2022-09-26,Alisson,Alisson Ramsés Becker,GK,89,90,79000000.0,190000.0,29,1992-10-02,191,91,9.0,Liverpool,13.0,Premier League,1.0,GK,1.0,,2018-07-19,2027.0,54,Brazil,,,,Right,3,1,3,Medium/Medium,Unique,Yes,152100000.0,,"GK Long Throw, Rushes Out Of Goal, Comes For Crosses",,,,,,,17,13,29,60,20,27,19,18,58,40,58,49,40,87,37,64,52,32,78,14,27,11,13,66,23,68.0,15,19,16,86,85,85,90,89,54.0,39+3,39+3,39+3,38,41,41,41,38,45+3,45+3,45+3,42+3,46+3,46+3,46+3,42+3,33+3,39+3,39+3,39+3,33+3,32+3,32+3,32+3,32+3,32+3,87+3
190871,/player/190871/neymar-da-silva-santos-jr/230002,23.0,2.0,2022-09-26,Neymar Jr,Neymar da Silva Santos Júnior,LW,89,89,99500000.0,200000.0,30,1992-02-05,175,68,73.0,Paris Saint Germain,16.0,Ligue 1,1.0,LW,10.0,,2017-08-03,2025.0,54,Brazil,,,,Right,5,5,5,High/Medium,Unique,Yes,184100000.0,"#Dribbler, #FK Specialist, #Acrobat","Injury Prone, Flair, Speed Dribbler (AI), Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",87.0,83.0,85.0,93.0,37.0,61.0,84,83,63,85,86,95,88,87,81,94,88,86,93,88,82,79,62,79,52,81,63,37,86,89,91,93.0,35,32,29,9,9,15,15,11,,82+3,82+3,82+3,88,88,88,88,88,88+1,88+1,88+1,88+1,82+3,82+3,82+3,88+1,66+3,63+3,63+3,63+3,66+3,61+3,50+3,50+3,50+3,61+3,20+3
200104,/player/200104/heung-min-son/230002,23.0,2.0,2022-09-26,H. Son,손흥민 孙兴慜,"LW, LM",89,89,101000000.0,240000.0,29,1992-07-08,183,78,18.0,Tottenham Hotspur,13.0,Premier League,1.0,LW,7.0,,2015-08-28,2025.0,167,Korea Republic,,,,Right,5,4,4,High/Medium,Unique,Yes,191900000.0,"#Dribbler, #Distance Shooter, #Clinical Finisher, #Complete Forward","Solid Player, Finesse Shot, Long Shot Taker (AI), Speed Dribbler (AI), Team Player",88.0,89.0,82.0,86.0,42.0,69.0,83,91,68,84,79,87,85,74,74,84,85,90,85,91,76,88,60,88,64,89,62,39,91,84,73,89.0,47,34,33,11,13,13,6,10,,85+3,85+3,85+3,87,87,87,87,87,86+3,86+3,86+3,86+3,80+3,80+3,80+3,86+3,68+3,64+3,64+3,64+3,68+3,64+3,54+3,54+3,54+3,64+3,19+3
200145,/player/200145/carlos-henrique-venancio-casimiro/230002,23.0,2.0,2022-09-26,Casemiro,Carlos Henrique Venancio Casimiro,CDM,89,89,86000000.0,240000.0,30,1992-02-23,185,84,11.0,Manchester United,13.0,Premier League,1.0,SUB,18.0,,2022-08-19,2026.0,54,Brazil,,,,Right,3,2,3,Medium/High,Unique,Yes,163400000.0,"#Tackling, #Tactician, #Strength, #Complete Defender","Power Free-Kick, Dives Into Tackles (AI), Long Shot Taker (AI), Team Player",63.0,73.0,75.0,72.0,87.0,90.0,58,64,79,84,62,67,62,74,83,78,60,66,61,87,66,88,85,90,90,81,91,88,75,75,66,84.0,87,88,87,13,14,16,12,12,,75+3,75+3,75+3,71,75,75,75,71,75+3,75+3,75+3,73+3,81+3,81+3,81+3,73+3,80+3,86+3,86+3,86+3,80+3,81+3,86+3,86+3,86+3,81+3,21+3
202126,/player/202126/harry-kane/230002,23.0,2.0,2022-09-26,H. Kane,Harry Kane,ST,89,89,105500000.0,240000.0,28,1993-07-28,188,89,18.0,Tottenham Hotspur,13.0,Premier League,1.0,ST,10.0,,2010-07-28,2024.0,14,England,1318.0,ST,9.0,Right,5,3,4,High/High,Unique,Yes,200500000.0,"#Distance Shooter, #Clinical Finisher","Leadership, Long Passer (AI), Long Shot Taker (AI), Playmaker (AI), Outside Foot Shot",68.0,91.0,83.0,82.0,47.0,82.0,80,93,85,84,87,83,82,65,85,84,67,69,68,92,71,92,79,83,83,86,80,44,94,87,92,92.0,50,36,38,8,10,11,14,11,,87+2,87+2,87+2,84,86,86,86,84,85+3,85+3,85+3,83+3,81+3,81+3,81+3,83+3,66+3,68+3,68+3,68+3,66+3,63+3,61+3,61+3,61+3,63+3,20+3
208722,/player/208722/sadio-mane/230002,23.0,2.0,2022-09-26,S. Mané,Sadio Mané,"LM, CF",89,89,99500000.0,145000.0,30,1992-04-10,174,69,21.0,FC Bayern München,19.0,Bundesliga,1.0,ST,17.0,,2022-07-01,2025.0,136,Senegal,,,,Right,4,4,4,High/Medium,Unique,Yes,164200000.0,"#Speedster, #Dribbler, #Acrobat","Flair, Speed Dribbler (AI), Team Player",90.0,83.0,80.0,88.0,44.0,77.0,78,86,84,84,75,88,77,64,71,86,91,90,93,91,88,83,87,85,72,78,75,35,90,84,75,84.0,42,42,38,10,10,15,7,14,,86+3,86+3,86+3,86,87,87,87,86,86+3,86+3,86+3,86+3,79+3,79+3,79+3,86+3,68+3,65+3,65+3,65+3,68+3,65+3,59+3,59+3,59+3,65+3,19+3
215914,/player/215914/ngolo-kante/230002,23.0,2.0,2022-09-26,N. Kanté,N'Golo Kanté,"CDM, CM",89,89,72000000.0,220000.0,31,1991-03-29,168,70,5.0,Chelsea,13.0,Premier League,1.0,RCM,7.0,,2016-07-16,2023.0,18,France,1335.0,RDM,13.0,Right,3,2,4,Medium/High,Unique,Yes,133200000.0,"#Tackling, #Tactician ","Injury Prone, Leadership",72.0,66.0,74.0,81.0,87.0,82.0,68,65,54,82,56,78,49,49,76,81,77,68,78,93,92,71,75,95,72,65,93,91,72,77,54,84.0,90,93,86,15,12,10,7,10,,72+3,72+3,72+3,76,76,76,76,76,77+3,77+3,77+3,78+3,81+3,81+3,81+3,78+3,84+3,86+3,86+3,86+3,84+3,84+3,84+3,84+3,84+3,84+3,20+3
239085,/player/239085/erling-haaland/230002,23.0,2.0,2022-09-26,E. Haaland,Erling Braut Haaland,ST,88,94,148000000.0,220000.0,21,2000-07-21,195,94,10.0,Manchester City,13.0,Premier League,1.0,ST,9.0,,2022-07-01,2027.0,36,Norway,1352.0,ST,9.0,Left,3,3,4,High/Medium,Unique,Yes,303400000.0,"#Aerial Threat, #Distance Shooter, #Strength, #Clinical Finisher, #Complete Forward","Injury Prone, Speed Dribbler (AI), Power Header",89.0,91.0,65.0,80.0,49.0,87.0,47,94,79,74,88,78,77,62,53,82,82,94,76,88,72,94,74,81,93,87,85,43,89,74,76,85.0,44,53,29,7,14,13,11,7,,87+3,87+3,87+3,80,84,84,84,80,80+3,80+3,80+3,77+3,73+3,73+3,73+3,77+3,62+3,64+3,64+3,64+3,62+3,61+3,62+3,62+3,62+3,61+3,19+3
230621,/player/230621/gianluigi-donnarumma/230002,23.0,2.0,2022-09-26,G. Donnarumma,Gianluigi Donnarumma,GK,88,92,103500000.0,110000.0,23,1999-02-25,196,90,73.0,Paris Saint Germain,16.0,Ligue 1,1.0,GK,99.0,,2021-07-15,2026.0,27,Italy,1343.0,GK,21.0,Right,3,1,3,Medium/Medium,Unique,Yes,199200000.0,,"Rushes Out Of Goal, Comes For Crosses",,,,,,,12,12,12,36,8,28,12,14,34,30,50,55,64,85,38,59,72,34,72,18,30,26,14,60,24,65.0,20,14,16,90,83,79,85,89,52.0,34+3,34+3,34+3,34,36,36,36,34,38+3,38+3,38+3,35+3,37+3,37+3,37+3,35+3,31+3,34+3,34+3,34+3,31+3,31+3,31+3,31+3,31+3,31+3,86+3
239818,/player/239818/ruben-santos-gato-alves-dias/230002,23.0,2.0,2022-09-26,Rúben Dias,Rúben dos Santos Gato Alves Dias,CB,88,91,107500000.0,230000.0,25,1997-05-14,187,82,10.0,Manchester City,13.0,Premier League,1.0,RCB,3.0,,2020-09-29,2027.0,38,Portugal,1354.0,LCB,4.0,Right,4,2,3,Medium/High,Normal (185+),Yes,206900000.0,#Tackling ,"Leadership, Power Header",63.0,39.0,66.0,68.0,88.0,88.0,54,29,87,82,32,64,46,48,76,74,57,67,60,89,56,74,78,83,89,26,92,85,39,51,45,81.0,90,89,85,7,8,13,7,12,,61+3,61+3,61+3,59,60,60,60,59,62+3,62+3,62+3,64+3,70+3,70+3,70+3,64+3,78+3,83+3,83+3,83+3,78+3,80+3,87+3,87+3,87+3,80+3,18+3
207865,/player/207865/marcos-aoas-correa/230002,23.0,2.0,2022-09-26,Marquinhos,Marcos Aoás Corrêa,CB,88,90,92000000.0,170000.0,28,1994-05-14,183,75,73.0,Paris Saint Germain,16.0,Ligue 1,1.0,CB,5.0,,2013-07-19,2024.0,54,Brazil,,,,Right,3,3,3,Medium/High,Normal (170-185),Yes,177100000.0,"#Tackling, #Tactician ","Power Header, Team Player",79.0,56.0,75.0,74.0,89.0,80.0,68,59,88,84,35,69,58,32,85,79,77,81,68,88,66,65,92,82,78,45,81,89,70,76,52,86.0,90,89,89,6,6,12,10,13,,72+3,72+3,72+3,73,73,73,73,73,75+3,75+3,75+3,76+3,79+3,79+3,79+3,76+3,83+3,85+3,85+3,85+3,83+3,84+3,87+3,87+3,87+3,84+3,18+3
192448,/player/192448/marc-andre-ter-stegen/230002,23.0,2.0,2022-09-26,M. ter Stegen,Marc-André ter Stegen,GK,88,89,68500000.0,210000.0,30,1992-04-30,187,85,241.0,FC Barcelona,53.0,La Liga,1.0,GK,1.0,,2014-07-01,2025.0,21,Germany,1337.0,SUB,12.0,Right,4,1,4,Medium/Medium,Unique,Yes,145600000.0,,"Rushes Out Of Goal, Comes For Crosses, Saves with Feet",,,,,,,18,14,11,61,14,21,18,12,63,30,45,50,39,85,43,65,79,35,78,10,43,22,11,70,25,70.0,25,13,10,86,85,87,85,90,47.0,35+3,35+3,35+3,35,38,38,38,35,42+3,42+3,42+3,39+3,45+3,45+3,45+3,39+3,33+3,41+3,41+3,41+3,33+3,31+3,33+3,33+3,33+3,31+3,86+3
177003,/player/177003/luka-modric/230002,23.0,2.0,2022-09-26,L. Modrić,Luka Modrić,CM,88,88,29000000.0,230000.0,36,1985-09-09,172,66,243.0,Real Madrid,53.0,La Liga,1.0,RCM,10.0,,2012-08-01,2023.0,10,Croatia,1328.0,RCM,10.0,Right,4,4,4,Medium/Medium,Lean (170-185),Yes,59500000.0,"#Playmaker, #Crosser, #Acrobat, #Complete Midfielder","Long Passer (AI), Long Shot Taker (AI), Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",73.0,76.0,89.0,88.0,72.0,66.0,86,72,55,91,76,85,85,78,92,90,76,70,91,88,92,79,67,83,58,82,62,80,78,90,82,92.0,70,75,72,13,9,7,14,9,,76+3,76+3,76+3,83,82,82,82,83,86+2,86+2,86+2,84+3,87+1,87+1,87+1,84+3,81+3,81+3,81+3,81+3,81+3,79+3,72+3,72+3,72+3,79+3,19+3
182521,/player/182521/toni-kroos/230002,23.0,2.0,2022-09-26,T. Kroos,Toni Kroos,CM,88,88,72000000.0,310000.0,32,1990-01-04,183,76,243.0,Real Madrid,53.0,La Liga,1.0,LCM,8.0,,2014-07-17,2023.0,21,Germany,,,,Right,5,3,4,Medium/Medium,Normal (170-185),Yes,147600000.0,"#Playmaker, #Distance Shooter, #Crosser, #Complete Midfielder","Long Passer (AI), Long Shot Taker (AI), Playmaker (AI)",53.0,81.0,90.0,81.0,71.0,68.0,88,77,58,93,82,80,86,84,93,88,55,52,63,90,71,89,32,75,72,86,60,80,76,89,73,88.0,71,73,60,10,11,13,7,10,,77+3,77+3,77+3,80,81,81,81,80,83+3,83+3,83+3,81+3,86+2,86+2,86+2,81+3,77+3,81+3,81+3,81+3,77+3,74+3,71+3,71+3,71+3,74+3,19+3
193041,/player/193041/keylor-navas/230002,23.0,2.0,2022-09-26,K. Navas,Keylor Navas Gamboa,GK,88,88,10000000.0,85000.0,35,1986-12-15,185,80,73.0,Paris Saint Germain,16.0,Ligue 1,1.0,SUB,1.0,,2019-09-02,2024.0,72,Costa Rica,,,,Right,3,1,3,Medium/Medium,Normal (185+),Yes,18500000.0,,"GK Long Throw, Cautious With Crosses",,,,,,,11,15,11,40,11,24,21,15,37,30,54,53,60,85,61,56,74,39,75,13,32,22,16,68,25,67.0,28,14,14,89,84,75,87,89,54.0,34+3,34+3,34+3,35,37,37,37,35,40+3,40+3,40+3,37+3,39+3,39+3,39+3,37+3,32+3,36+3,36+3,36+3,32+3,31+3,32+3,32+3,32+3,31+3,86+2
210514,/player/210514/joao-pedro-cavaco-cancelo/230002,23.0,2.0,2022-09-26,João Cancelo,João Pedro Cavaco Cancelo,"LB, RB",88,88,82500000.0,250000.0,28,1994-05-27,182,74,10.0,Manchester City,13.0,Premier League,1.0,LB,7.0,,2019-08-07,2027.0,38,Portugal,1354.0,RB,20.0,Right,4,4,3,High/Medium,Unique,Yes,152600000.0,"#Dribbler, #Crosser","Early Crosser, Long Shot Taker (AI), Outside Foot Shot, Technical Dribbler (AI)",85.0,73.0,85.0,85.0,81.0,73.0,88,69,72,88,62,86,87,69,79,87,86,84,79,85,78,80,72,91,62,79,76,82,81,85,52,86.0,81,84,80,6,9,15,14,14,,78+3,78+3,78+3,84,83,83,83,84,84+3,84+3,84+3,85+3,84+3,84+3,84+3,85+3,85+3,83+3,83+3,83+3,85+3,84+3,79+3,79+3,79+3,84+3,19+3
218667,/player/218667/bernardo-mota-carvalho-e-silva/230002,23.0,2.0,2022-09-26,Bernardo Silva,Bernardo Mota Veiga de Carvalho e Silva,"CAM, CM",88,88,97500000.0,260000.0,27,1994-08-10,173,64,10.0,Manchester City,13.0,Premier League,1.0,RW,20.0,,2017-07-01,2025.0,38,Portugal,1354.0,RCM,10.0,Left,3,4,2,High/High,Lean (170-185),Yes,180400000.0,"#Dribbler, #Engine, #Acrobat","Flair, Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",77.0,78.0,84.0,92.0,61.0,68.0,85,79,51,89,78,92,85,67,77,91,84,71,94,87,92,79,51,93,54,78,75,60,83,85,68,90.0,59,71,53,9,10,14,12,9,,78+2,78+2,78+2,86,84,84,84,86,86+2,86+2,86+2,86+2,84+2,84+2,84+2,86+2,77+2,75+2,75+2,75+2,77+2,73+2,65+2,65+2,65+2,73+2,19+2
